Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount
75017,B002,Decorative Wall Clock,8,2011-07-18,24.99,100437,Italy,199.92
75018,D004,Leather Journal,3,2011-07-18,12.99,100617,Spain,38.97
75019,C003,Premium Gift Box Set,24,2011-07-18,29.99,100342,United Kingdom,719.76
75020,C003,Premium Gift Box Set,10,2011-07-18,29.99,100100,Germany,299.9
75021,C003,Premium Gift Box Set,25,2011-07-18,29.99,100636,Spain,749.75
75022,I009,Silver Earrings,1,2011-07-18,19.99,100038,United Kingdom,19.99
75023,J010,Wool Blanket,1,2011-07-18,27.99,100743,United Kingdom,27.99
75024,B002,Decorative Wall Clock,6,2011-07-18,24.99,100049,United Kingdom,149.94
75025,H008,Chocolate Gift Box,8,2011-07-18,14.99,100480,United Kingdom,119.92
75026,B002,Decorative Wall Clock,1,2011-07-18,24.99,100400,United Kingdom,24.99
75027,E005,Scented Candle Set,3,2011-07-18,18.99,100448,United Kingdom,56.97
75028,B002,Decorative Wall Clock,8,2011-07-18,24.99,100072,France,199.92
75029,C003,Premium Gift Box Set,14,2011-07-18,29.99,100745,United Kingdom,419.85999999999996
75030,C003,Premium Gift Box Set,25,2011-07-18,29.99,100647,France,749.75
75031,A001,Ceramic Coffee Mug Set,4,2011-07-18,15.99,100795,United Kingdom,63.96
75032,F006,Wooden Photo Frame,4,2011-07-18,9.99,100141,United Kingdom,39.96
75033,E005,Scented Candle Set,9,2011-07-18,18.99,100237,United Kingdom,170.91
75034,B002,Decorative Wall Clock,7,2011-07-18,24.99,100795,Spain,174.92999999999998
75035,H008,Chocolate Gift Box,1,2011-07-18,14.99,100085,United Kingdom,14.99
75036,J010,Wool Blanket,10,2011-07-18,27.99,100797,Spain,279.9
75037,C003,Premium Gift Box Set,15,2011-07-18,29.99,100770,USA,449.84999999999997
75038,D004,Leather Journal,1,2011-07-18,12.99,100524,Germany,12.99
75039,H008,Chocolate Gift Box,3,2011-07-18,14.99,100451,United Kingdom,44.97
75040,E005,Scented Candle Set,3,2011-07-18,18.99,100152,United Kingdom,56.97
75041,E005,Scented Candle Set,7,2011-07-18,18.99,100745,USA,132.92999999999998
75042,C003,Premium Gift Box Set,8,2011-07-18,29.99,100036,United Kingdom,239.92
75043,H008,Chocolate Gift Box,8,2011-07-18,14.99,100432,United Kingdom,119.92
75044,C003,Premium Gift Box Set,20,2011-07-18,29.99,100322,Germany,599.8
75045,A001,Ceramic Coffee Mug Set,9,2011-07-18,15.99,100641,United Kingdom,143.91
75046,J010,Wool Blanket,2,2011-07-18,27.99,100054,United Kingdom,55.98
75047,C003,Premium Gift Box Set,10,2011-07-18,29.99,100674,United Kingdom,299.9
75048,I009,Silver Earrings,5,2011-07-18,19.99,100343,United Kingdom,99.94999999999999
75049,A001,Ceramic Coffee Mug Set,5,2011-07-18,15.99,100006,United Kingdom,79.95
75050,H008,Chocolate Gift Box,7,2011-07-18,14.99,100740,United Kingdom,104.93
75051,B002,Decorative Wall Clock,9,2011-07-18,24.99,100674,United Kingdom,224.91
75052,G007,Silk Scarf,4,2011-07-18,22.99,100331,United Kingdom,91.96
75053,J010,Wool Blanket,3,2011-07-18,27.99,100031,Spain,83.97
75054,A001,Ceramic Coffee Mug Set,5,2011-07-18,15.99,100368,United Kingdom,79.95
75055,C003,Premium Gift Box Set,23,2011-07-18,29.99,100510,United Kingdom,689.77
75056,B002,Decorative Wall Clock,5,2011-07-18,24.99,100798,United Kingdom,124.94999999999999
75057,F006,Wooden Photo Frame,3,2011-07-18,9.99,100463,United Kingdom,29.97
75058,C003,Premium Gift Box Set,16,2011-07-19,29.99,100083,USA,479.84
75059,C003,Premium Gift Box Set,24,2011-07-19,29.99,100405,United Kingdom,719.76
75060,C003,Premium Gift Box Set,17,2011-07-19,29.99,100482,United Kingdom,509.83
75061,A001,Ceramic Coffee Mug Set,8,2011-07-19,15.99,100392,United Kingdom,127.92
75062,D004,Leather Journal,2,2011-07-19,12.99,100417,United Kingdom,25.98
75063,C003,Premium Gift Box Set,18,2011-07-19,29.99,100121,Italy,539.8199999999999
75064,C003,Premium Gift Box Set,5,2011-07-19,29.99,100681,United Kingdom,149.95
75065,G007,Silk Scarf,7,2011-07-19,22.99,100354,United Kingdom,160.92999999999998
75066,C003,Premium Gift Box Set,21,2011-07-19,29.99,100405,United Kingdom,629.79
75067,C003,Premium Gift Box Set,9,2011-07-19,29.99,100779,France,269.90999999999997
75068,C003,Premium Gift Box Set,10,2011-07-19,29.99,100476,United Kingdom,299.9
75069,C003,Premium Gift Box Set,20,2011-07-19,29.99,100700,United Kingdom,599.8
75070,J010,Wool Blanket,4,2011-07-19,27.99,100462,United Kingdom,111.96
75071,B002,Decorative Wall Clock,3,2011-07-19,24.99,100372,United Kingdom,74.97
75072,F006,Wooden Photo Frame,1,2011-07-19,9.99,100614,United Kingdom,9.99
75073,C003,Premium Gift Box Set,13,2011-07-19,29.99,100627,United Kingdom,389.87
75074,H008,Chocolate Gift Box,1,2011-07-19,14.99,100466,Germany,14.99
75075,A001,Ceramic Coffee Mug Set,1,2011-07-19,15.99,100272,Germany,15.99
75076,A001,Ceramic Coffee Mug Set,3,2011-07-19,15.99,100558,United Kingdom,47.97
75077,E005,Scented Candle Set,10,2011-07-19,18.99,100601,United Kingdom,189.89999999999998
75078,J010,Wool Blanket,5,2011-07-19,27.99,100609,United Kingdom,139.95
75079,C003,Premium Gift Box Set,21,2011-07-19,29.99,100219,United Kingdom,629.79
75080,J010,Wool Blanket,9,2011-07-19,27.99,100758,United Kingdom,251.91
75081,A001,Ceramic Coffee Mug Set,1,2011-07-19,15.99,100503,United Kingdom,15.99
75082,C003,Premium Gift Box Set,22,2011-07-19,29.99,100570,United Kingdom,659.78
75083,A001,Ceramic Coffee Mug Set,8,2011-07-19,15.99,100374,United Kingdom,127.92
75084,I009,Silver Earrings,8,2011-07-19,19.99,100154,United Kingdom,159.92
75085,E005,Scented Candle Set,9,2011-07-19,18.99,100443,France,170.91
75086,C003,Premium Gift Box Set,8,2011-07-19,29.99,100439,France,239.92
75087,B002,Decorative Wall Clock,1,2011-07-19,24.99,100219,United Kingdom,24.99
75088,C003,Premium Gift Box Set,24,2011-07-19,29.99,100356,Germany,719.76
75089,D004,Leather Journal,8,2011-07-19,12.99,100548,United Kingdom,103.92
75090,G007,Silk Scarf,10,2011-07-19,22.99,100487,France,229.89999999999998
75091,C003,Premium Gift Box Set,10,2011-07-19,29.99,100084,United Kingdom,299.9
75092,E005,Scented Candle Set,7,2011-07-19,18.99,100737,United Kingdom,132.92999999999998
75093,C003,Premium Gift Box Set,17,2011-07-19,29.99,100251,United Kingdom,509.83
75094,D004,Leather Journal,7,2011-07-19,12.99,100084,USA,90.93
75095,E005,Scented Candle Set,1,2011-07-19,18.99,100442,Germany,18.99
75096,C003,Premium Gift Box Set,20,2011-07-19,29.99,100348,Italy,599.8
75097,J010,Wool Blanket,3,2011-07-19,27.99,100069,United Kingdom,83.97
75098,C003,Premium Gift Box Set,24,2011-07-19,29.99,100570,France,719.76
75099,I009,Silver Earrings,7,2011-07-19,19.99,100210,United Kingdom,139.92999999999998
75100,E005,Scented Candle Set,7,2011-07-19,18.99,100417,United Kingdom,132.92999999999998
75101,C003,Premium Gift Box Set,22,2011-07-19,29.99,100673,Italy,659.78
75102,C003,Premium Gift Box Set,5,2011-07-19,29.99,100272,United Kingdom,149.95
75103,C003,Premium Gift Box Set,10,2011-07-19,29.99,100618,United Kingdom,299.9
75104,D004,Leather Journal,10,2011-07-19,12.99,100178,France,129.9
75105,C003,Premium Gift Box Set,9,2011-07-19,29.99,100354,United Kingdom,269.90999999999997
75106,C003,Premium Gift Box Set,8,2011-07-19,29.99,100661,USA,239.92
75107,J010,Wool Blanket,7,2011-07-19,27.99,100321,United Kingdom,195.92999999999998
75108,C003,Premium Gift Box Set,15,2011-07-20,29.99,100751,United Kingdom,449.84999999999997
75109,G007,Silk Scarf,10,2011-07-20,22.99,100016,United Kingdom,229.89999999999998
75110,B002,Decorative Wall Clock,5,2011-07-20,24.99,100543,United Kingdom,124.94999999999999
75111,C003,Premium Gift Box Set,11,2011-07-20,29.99,100260,United Kingdom,329.89
75112,G007,Silk Scarf,9,2011-07-20,22.99,100684,United Kingdom,206.91
75113,F006,Wooden Photo Frame,10,2011-07-20,9.99,100096,United Kingdom,99.9
75114,J010,Wool Blanket,8,2011-07-20,27.99,100204,United Kingdom,223.92
75115,G007,Silk Scarf,8,2011-07-20,22.99,100445,United Kingdom,183.92
75116,F006,Wooden Photo Frame,3,2011-07-20,9.99,100143,United Kingdom,29.97
75117,E005,Scented Candle Set,7,2011-07-20,18.99,100604,France,132.92999999999998
75118,I009,Silver Earrings,8,2011-07-20,19.99,100185,Germany,159.92
75119,H008,Chocolate Gift Box,9,2011-07-20,14.99,100758,United Kingdom,134.91
75120,E005,Scented Candle Set,5,2011-07-20,18.99,100498,United Kingdom,94.94999999999999
75121,J010,Wool Blanket,10,2011-07-20,27.99,100768,Germany,279.9
75122,C003,Premium Gift Box Set,5,2011-07-20,29.99,100402,United Kingdom,149.95
75123,G007,Silk Scarf,10,2011-07-20,22.99,100784,United Kingdom,229.89999999999998
75124,C003,Premium Gift Box Set,9,2011-07-20,29.99,100643,United Kingdom,269.90999999999997
75125,F006,Wooden Photo Frame,1,2011-07-20,9.99,100208,Germany,9.99
75126,G007,Silk Scarf,3,2011-07-20,22.99,100650,United Kingdom,68.97
75127,H008,Chocolate Gift Box,1,2011-07-20,14.99,100461,France,14.99
75128,E005,Scented Candle Set,4,2011-07-20,18.99,100207,United Kingdom,75.96
75129,F006,Wooden Photo Frame,4,2011-07-20,9.99,100742,France,39.96
75130,B002,Decorative Wall Clock,2,2011-07-20,24.99,100195,United Kingdom,49.98
75131,A001,Ceramic Coffee Mug Set,6,2011-07-20,15.99,100616,United Kingdom,95.94
75132,F006,Wooden Photo Frame,6,2011-07-20,9.99,100676,Germany,59.94
75133,A001,Ceramic Coffee Mug Set,1,2011-07-20,15.99,100088,United Kingdom,15.99
75134,C003,Premium Gift Box Set,24,2011-07-20,29.99,100373,USA,719.76
75135,D004,Leather Journal,6,2011-07-20,12.99,100044,United Kingdom,77.94
75136,H008,Chocolate Gift Box,4,2011-07-20,14.99,100588,United Kingdom,59.96
75137,H008,Chocolate Gift Box,9,2011-07-20,14.99,100629,United Kingdom,134.91
75138,I009,Silver Earrings,9,2011-07-20,19.99,100479,Spain,179.91
75139,A001,Ceramic Coffee Mug Set,3,2011-07-20,15.99,100561,Spain,47.97
75140,C003,Premium Gift Box Set,9,2011-07-20,29.99,100072,France,269.90999999999997
75141,G007,Silk Scarf,7,2011-07-20,22.99,100174,France,160.92999999999998
75142,H008,Chocolate Gift Box,5,2011-07-20,14.99,100654,United Kingdom,74.95
75143,C003,Premium Gift Box Set,11,2011-07-20,29.99,100019,United Kingdom,329.89
75144,F006,Wooden Photo Frame,7,2011-07-20,9.99,100211,United Kingdom,69.93
75145,D004,Leather Journal,7,2011-07-20,12.99,100179,Italy,90.93
75146,J010,Wool Blanket,2,2011-07-20,27.99,100366,United Kingdom,55.98
75147,E005,Scented Candle Set,5,2011-07-20,18.99,100014,Germany,94.94999999999999
75148,H008,Chocolate Gift Box,10,2011-07-20,14.99,100649,United Kingdom,149.9
75149,B002,Decorative Wall Clock,2,2011-07-20,24.99,100432,Germany,49.98
75150,C003,Premium Gift Box Set,13,2011-07-20,29.99,100656,United Kingdom,389.87
75151,D004,Leather Journal,5,2011-07-20,12.99,100694,France,64.95
75152,C003,Premium Gift Box Set,6,2011-07-20,29.99,100473,United Kingdom,179.94
75153,C003,Premium Gift Box Set,15,2011-07-20,29.99,100363,United Kingdom,449.84999999999997
75154,A001,Ceramic Coffee Mug Set,1,2011-07-20,15.99,100268,France,15.99
75155,J010,Wool Blanket,6,2011-07-20,27.99,100437,United Kingdom,167.94
75156,C003,Premium Gift Box Set,6,2011-07-20,29.99,100374,Italy,179.94
75157,C003,Premium Gift Box Set,6,2011-07-20,29.99,100132,United Kingdom,179.94
75158,C003,Premium Gift Box Set,15,2011-07-20,29.99,100150,United Kingdom,449.84999999999997
75159,C003,Premium Gift Box Set,22,2011-07-20,29.99,100169,United Kingdom,659.78
75160,C003,Premium Gift Box Set,10,2011-07-21,29.99,100275,United Kingdom,299.9
75161,I009,Silver Earrings,7,2011-07-21,19.99,100256,United Kingdom,139.92999999999998
75162,B002,Decorative Wall Clock,3,2011-07-21,24.99,100213,France,74.97
75163,E005,Scented Candle Set,9,2011-07-21,18.99,100609,Germany,170.91
75164,C003,Premium Gift Box Set,5,2011-07-21,29.99,100131,United Kingdom,149.95
75165,F006,Wooden Photo Frame,9,2011-07-21,9.99,100026,United Kingdom,89.91
75166,G007,Silk Scarf,1,2011-07-21,22.99,100687,USA,22.99
75167,F006,Wooden Photo Frame,10,2011-07-21,9.99,100700,United Kingdom,99.9
75168,G007,Silk Scarf,10,2011-07-21,22.99,100290,United Kingdom,229.89999999999998
75169,F006,Wooden Photo Frame,7,2011-07-21,9.99,100707,United Kingdom,69.93
75170,C003,Premium Gift Box Set,18,2011-07-21,29.99,100113,Germany,539.8199999999999
75171,H008,Chocolate Gift Box,4,2011-07-21,14.99,100250,United Kingdom,59.96
75172,A001,Ceramic Coffee Mug Set,1,2011-07-21,15.99,100419,United Kingdom,15.99
75173,C003,Premium Gift Box Set,19,2011-07-21,29.99,100362,United Kingdom,569.81
75174,C003,Premium Gift Box Set,10,2011-07-21,29.99,100202,United Kingdom,299.9
75175,C003,Premium Gift Box Set,14,2011-07-21,29.99,100442,Spain,419.85999999999996
75176,C003,Premium Gift Box Set,17,2011-07-21,29.99,100201,Italy,509.83
75177,F006,Wooden Photo Frame,10,2011-07-21,9.99,100363,United Kingdom,99.9
75178,A001,Ceramic Coffee Mug Set,1,2011-07-21,15.99,100069,United Kingdom,15.99
75179,C003,Premium Gift Box Set,15,2011-07-21,29.99,100130,Germany,449.84999999999997
75180,E005,Scented Candle Set,1,2011-07-21,18.99,100468,Germany,18.99
75181,E005,Scented Candle Set,7,2011-07-21,18.99,100570,France,132.92999999999998
75182,C003,Premium Gift Box Set,17,2011-07-21,29.99,100707,United Kingdom,509.83
75183,C003,Premium Gift Box Set,7,2011-07-21,29.99,100643,United Kingdom,209.92999999999998
75184,G007,Silk Scarf,5,2011-07-21,22.99,100413,United Kingdom,114.94999999999999
75185,H008,Chocolate Gift Box,6,2011-07-21,14.99,100323,United Kingdom,89.94
75186,J010,Wool Blanket,9,2011-07-21,27.99,100236,Germany,251.91
75187,H008,Chocolate Gift Box,9,2011-07-21,14.99,100157,France,134.91
75188,C003,Premium Gift Box Set,21,2011-07-21,29.99,100659,United Kingdom,629.79
75189,I009,Silver Earrings,6,2011-07-21,19.99,100056,United Kingdom,119.94
75190,D004,Leather Journal,7,2011-07-21,12.99,100713,United Kingdom,90.93
75191,C003,Premium Gift Box Set,11,2011-07-21,29.99,100056,United Kingdom,329.89
75192,C003,Premium Gift Box Set,17,2011-07-21,29.99,100694,United Kingdom,509.83
75193,D004,Leather Journal,7,2011-07-21,12.99,100418,United Kingdom,90.93
75194,C003,Premium Gift Box Set,9,2011-07-21,29.99,100532,France,269.90999999999997
75195,E005,Scented Candle Set,1,2011-07-21,18.99,100669,Germany,18.99
75196,C003,Premium Gift Box Set,11,2011-07-21,29.99,100784,United Kingdom,329.89
75197,C003,Premium Gift Box Set,12,2011-07-21,29.99,100689,United Kingdom,359.88
75198,E005,Scented Candle Set,3,2011-07-21,18.99,100509,United Kingdom,56.97
75199,G007,Silk Scarf,2,2011-07-21,22.99,100648,United Kingdom,45.98
75200,H008,Chocolate Gift Box,10,2011-07-22,14.99,100681,Spain,149.9
75201,D004,Leather Journal,4,2011-07-22,12.99,100348,United Kingdom,51.96
75202,C003,Premium Gift Box Set,22,2011-07-22,29.99,100409,United Kingdom,659.78
75203,F006,Wooden Photo Frame,4,2011-07-22,9.99,100033,United Kingdom,39.96
75204,C003,Premium Gift Box Set,9,2011-07-22,29.99,100074,United Kingdom,269.90999999999997
75205,J010,Wool Blanket,8,2011-07-22,27.99,100633,United Kingdom,223.92
75206,B002,Decorative Wall Clock,3,2011-07-22,24.99,100106,United Kingdom,74.97
75207,C003,Premium Gift Box Set,7,2011-07-22,29.99,100383,France,209.92999999999998
75208,H008,Chocolate Gift Box,4,2011-07-22,14.99,100097,United Kingdom,59.96
75209,C003,Premium Gift Box Set,24,2011-07-22,29.99,100034,United Kingdom,719.76
75210,F006,Wooden Photo Frame,6,2011-07-22,9.99,100461,United Kingdom,59.94
75211,B002,Decorative Wall Clock,6,2011-07-22,24.99,100561,France,149.94
75212,H008,Chocolate Gift Box,2,2011-07-22,14.99,100191,United Kingdom,29.98
75213,H008,Chocolate Gift Box,3,2011-07-22,14.99,100643,Germany,44.97
75214,I009,Silver Earrings,1,2011-07-22,19.99,100319,USA,19.99
75215,C003,Premium Gift Box Set,6,2011-07-22,29.99,100090,United Kingdom,179.94
75216,A001,Ceramic Coffee Mug Set,2,2011-07-22,15.99,100405,United Kingdom,31.98
75217,C003,Premium Gift Box Set,16,2011-07-22,29.99,100356,United Kingdom,479.84
75218,C003,Premium Gift Box Set,5,2011-07-22,29.99,100242,United Kingdom,149.95
75219,C003,Premium Gift Box Set,9,2011-07-22,29.99,100785,United Kingdom,269.90999999999997
75220,C003,Premium Gift Box Set,22,2011-07-22,29.99,100441,United Kingdom,659.78
75221,C003,Premium Gift Box Set,6,2011-07-22,29.99,100424,Germany,179.94
75222,B002,Decorative Wall Clock,6,2011-07-22,24.99,100436,United Kingdom,149.94
75223,C003,Premium Gift Box Set,21,2011-07-22,29.99,100463,United Kingdom,629.79
75224,A001,Ceramic Coffee Mug Set,10,2011-07-22,15.99,100633,Spain,159.9
75225,C003,Premium Gift Box Set,23,2011-07-22,29.99,100473,France,689.77
75226,D004,Leather Journal,10,2011-07-22,12.99,100310,United Kingdom,129.9
75227,F006,Wooden Photo Frame,8,2011-07-22,9.99,100518,United Kingdom,79.92
75228,H008,Chocolate Gift Box,8,2011-07-22,14.99,100279,United Kingdom,119.92
75229,D004,Leather Journal,10,2011-07-22,12.99,100608,United Kingdom,129.9
75230,G007,Silk Scarf,10,2011-07-22,22.99,100444,United Kingdom,229.89999999999998
75231,C003,Premium Gift Box Set,19,2011-07-22,29.99,100602,United Kingdom,569.81
75232,I009,Silver Earrings,10,2011-07-22,19.99,100710,United Kingdom,199.89999999999998
75233,J010,Wool Blanket,3,2011-07-22,27.99,100418,United Kingdom,83.97
75234,J010,Wool Blanket,4,2011-07-22,27.99,100606,United Kingdom,111.96
75235,E005,Scented Candle Set,10,2011-07-22,18.99,100572,United Kingdom,189.89999999999998
75236,C003,Premium Gift Box Set,10,2011-07-22,29.99,100250,United Kingdom,299.9
75237,J010,Wool Blanket,5,2011-07-22,27.99,100737,United Kingdom,139.95
75238,E005,Scented Candle Set,4,2011-07-22,18.99,100225,United Kingdom,75.96
75239,F006,Wooden Photo Frame,3,2011-07-22,9.99,100196,United Kingdom,29.97
75240,C003,Premium Gift Box Set,7,2011-07-22,29.99,100243,USA,209.92999999999998
75241,J010,Wool Blanket,1,2011-07-22,27.99,100424,United Kingdom,27.99
75242,D004,Leather Journal,4,2011-07-22,12.99,100471,United Kingdom,51.96
75243,H008,Chocolate Gift Box,6,2011-07-22,14.99,100339,United Kingdom,89.94
75244,C003,Premium Gift Box Set,22,2011-07-22,29.99,100788,United Kingdom,659.78
75245,D004,Leather Journal,8,2011-07-22,12.99,100565,United Kingdom,103.92
75246,F006,Wooden Photo Frame,2,2011-07-22,9.99,100542,United Kingdom,19.98
75247,E005,Scented Candle Set,1,2011-07-22,18.99,100794,United Kingdom,18.99
75248,I009,Silver Earrings,4,2011-07-22,19.99,100799,United Kingdom,79.96
75249,C003,Premium Gift Box Set,18,2011-07-22,29.99,100575,United Kingdom,539.8199999999999
75250,G007,Silk Scarf,7,2011-07-22,22.99,100421,United Kingdom,160.92999999999998
75251,I009,Silver Earrings,4,2011-07-22,19.99,100584,United Kingdom,79.96
75252,A001,Ceramic Coffee Mug Set,5,2011-07-22,15.99,100718,United Kingdom,79.95
75253,J010,Wool Blanket,6,2011-07-23,27.99,100248,United Kingdom,167.94
75254,J010,Wool Blanket,5,2011-07-23,27.99,100332,France,139.95
75255,E005,Scented Candle Set,3,2011-07-23,18.99,100245,United Kingdom,56.97
75256,F006,Wooden Photo Frame,10,2011-07-23,9.99,100789,Germany,99.9
75257,D004,Leather Journal,2,2011-07-23,12.99,100577,United Kingdom,25.98
75258,B002,Decorative Wall Clock,5,2011-07-23,24.99,100015,France,124.94999999999999
75259,F006,Wooden Photo Frame,2,2011-07-23,9.99,100729,United Kingdom,19.98
75260,I009,Silver Earrings,6,2011-07-23,19.99,100186,France,119.94
75261,E005,Scented Candle Set,6,2011-07-23,18.99,100122,Italy,113.94
75262,D004,Leather Journal,2,2011-07-23,12.99,100789,United Kingdom,25.98
75263,F006,Wooden Photo Frame,8,2011-07-23,9.99,100263,Germany,79.92
75264,C003,Premium Gift Box Set,22,2011-07-23,29.99,100621,United Kingdom,659.78
75265,E005,Scented Candle Set,10,2011-07-24,18.99,100164,United Kingdom,189.89999999999998
75266,C003,Premium Gift Box Set,19,2011-07-24,29.99,100253,United Kingdom,569.81
75267,H008,Chocolate Gift Box,9,2011-07-24,14.99,100119,United Kingdom,134.91
75268,A001,Ceramic Coffee Mug Set,1,2011-07-24,15.99,100678,Italy,15.99
75269,C003,Premium Gift Box Set,8,2011-07-24,29.99,100625,USA,239.92
75270,C003,Premium Gift Box Set,5,2011-07-24,29.99,100418,United Kingdom,149.95
75271,E005,Scented Candle Set,1,2011-07-24,18.99,100448,United Kingdom,18.99
75272,C003,Premium Gift Box Set,18,2011-07-24,29.99,100118,Italy,539.8199999999999
75273,F006,Wooden Photo Frame,5,2011-07-24,9.99,100380,United Kingdom,49.95
75274,D004,Leather Journal,3,2011-07-24,12.99,100224,Italy,38.97
75275,E005,Scented Candle Set,5,2011-07-24,18.99,100730,United Kingdom,94.94999999999999
75276,G007,Silk Scarf,7,2011-07-24,22.99,100248,United Kingdom,160.92999999999998
75277,C003,Premium Gift Box Set,17,2011-07-24,29.99,100027,France,509.83
75278,J010,Wool Blanket,6,2011-07-24,27.99,100488,United Kingdom,167.94
75279,C003,Premium Gift Box Set,21,2011-07-24,29.99,100031,United Kingdom,629.79
75280,C003,Premium Gift Box Set,17,2011-07-24,29.99,100266,United Kingdom,509.83
75281,F006,Wooden Photo Frame,4,2011-07-24,9.99,100104,United Kingdom,39.96
75282,H008,Chocolate Gift Box,6,2011-07-24,14.99,100700,Spain,89.94
75283,I009,Silver Earrings,10,2011-07-24,19.99,100490,United Kingdom,199.89999999999998
75284,H008,Chocolate Gift Box,3,2011-07-24,14.99,100349,Germany,44.97
75285,C003,Premium Gift Box Set,15,2011-07-25,29.99,100099,France,449.84999999999997
75286,H008,Chocolate Gift Box,7,2011-07-25,14.99,100666,United Kingdom,104.93
75287,B002,Decorative Wall Clock,3,2011-07-25,24.99,100614,United Kingdom,74.97
75288,J010,Wool Blanket,6,2011-07-25,27.99,100346,Germany,167.94
75289,A001,Ceramic Coffee Mug Set,10,2011-07-25,15.99,100075,United Kingdom,159.9
75290,C003,Premium Gift Box Set,12,2011-07-25,29.99,100650,United Kingdom,359.88
75291,C003,Premium Gift Box Set,21,2011-07-25,29.99,100115,USA,629.79
75292,B002,Decorative Wall Clock,7,2011-07-25,24.99,100565,France,174.92999999999998
75293,H008,Chocolate Gift Box,7,2011-07-25,14.99,100407,USA,104.93
75294,I009,Silver Earrings,3,2011-07-25,19.99,100314,Germany,59.97
75295,F006,Wooden Photo Frame,1,2011-07-25,9.99,100252,United Kingdom,9.99
75296,E005,Scented Candle Set,5,2011-07-25,18.99,100474,Spain,94.94999999999999
75297,C003,Premium Gift Box Set,8,2011-07-25,29.99,100413,France,239.92
75298,H008,Chocolate Gift Box,6,2011-07-25,14.99,100164,United Kingdom,89.94
75299,G007,Silk Scarf,6,2011-07-25,22.99,100711,United Kingdom,137.94
75300,E005,Scented Candle Set,3,2011-07-25,18.99,100240,United Kingdom,56.97
75301,I009,Silver Earrings,2,2011-07-25,19.99,100371,United Kingdom,39.98
75302,A001,Ceramic Coffee Mug Set,3,2011-07-25,15.99,100177,United Kingdom,47.97
75303,C003,Premium Gift Box Set,14,2011-07-25,29.99,100080,Germany,419.85999999999996
75304,I009,Silver Earrings,8,2011-07-25,19.99,100564,United Kingdom,159.92
75305,G007,Silk Scarf,1,2011-07-25,22.99,100640,United Kingdom,22.99
75306,E005,Scented Candle Set,10,2011-07-25,18.99,100477,United Kingdom,189.89999999999998
75307,D004,Leather Journal,1,2011-07-25,12.99,100455,United Kingdom,12.99
75308,A001,Ceramic Coffee Mug Set,8,2011-07-25,15.99,100455,Germany,127.92
75309,I009,Silver Earrings,1,2011-07-25,19.99,100628,United Kingdom,19.99
75310,B002,Decorative Wall Clock,10,2011-07-25,24.99,100108,United Kingdom,249.89999999999998
75311,A001,Ceramic Coffee Mug Set,2,2011-07-25,15.99,100261,United Kingdom,31.98
75312,F006,Wooden Photo Frame,2,2011-07-25,9.99,100091,United Kingdom,19.98
75313,E005,Scented Candle Set,9,2011-07-25,18.99,100253,Italy,170.91
75314,D004,Leather Journal,9,2011-07-25,12.99,100721,United Kingdom,116.91
75315,F006,Wooden Photo Frame,8,2011-07-25,9.99,100124,United Kingdom,79.92
75316,C003,Premium Gift Box Set,13,2011-07-25,29.99,100400,Germany,389.87
75317,B002,Decorative Wall Clock,6,2011-07-25,24.99,100701,United Kingdom,149.94
75318,I009,Silver Earrings,3,2011-07-25,19.99,100190,France,59.97
75319,C003,Premium Gift Box Set,6,2011-07-25,29.99,100018,United Kingdom,179.94
75320,A001,Ceramic Coffee Mug Set,8,2011-07-25,15.99,100440,United Kingdom,127.92
75321,C003,Premium Gift Box Set,19,2011-07-25,29.99,100415,France,569.81
75322,C003,Premium Gift Box Set,7,2011-07-25,29.99,100343,USA,209.92999999999998
75323,E005,Scented Candle Set,9,2011-07-25,18.99,100699,France,170.91
75324,F006,Wooden Photo Frame,10,2011-07-25,9.99,100188,United Kingdom,99.9
75325,E005,Scented Candle Set,10,2011-07-25,18.99,100588,United Kingdom,189.89999999999998
75326,H008,Chocolate Gift Box,6,2011-07-25,14.99,100440,USA,89.94
75327,C003,Premium Gift Box Set,18,2011-07-25,29.99,100269,Germany,539.8199999999999
75328,C003,Premium Gift Box Set,24,2011-07-25,29.99,100171,Spain,719.76
75329,A001,Ceramic Coffee Mug Set,1,2011-07-25,15.99,100067,United Kingdom,15.99
75330,C003,Premium Gift Box Set,12,2011-07-25,29.99,100766,United Kingdom,359.88
75331,C003,Premium Gift Box Set,18,2011-07-25,29.99,100387,United Kingdom,539.8199999999999
75332,I009,Silver Earrings,10,2011-07-25,19.99,100287,Spain,199.89999999999998
75333,G007,Silk Scarf,9,2011-07-25,22.99,100736,United Kingdom,206.91
75334,I009,Silver Earrings,1,2011-07-25,19.99,100363,United Kingdom,19.99
75335,C003,Premium Gift Box Set,18,2011-07-25,29.99,100230,United Kingdom,539.8199999999999
75336,C003,Premium Gift Box Set,25,2011-07-25,29.99,100686,Spain,749.75
75337,B002,Decorative Wall Clock,10,2011-07-25,24.99,100709,Germany,249.89999999999998
75338,C003,Premium Gift Box Set,12,2011-07-25,29.99,100559,United Kingdom,359.88
75339,I009,Silver Earrings,1,2011-07-25,19.99,100335,USA,19.99
75340,C003,Premium Gift Box Set,17,2011-07-26,29.99,100667,United Kingdom,509.83
75341,C003,Premium Gift Box Set,8,2011-07-26,29.99,100381,United Kingdom,239.92
